wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q11977297,Ingvild Kjerkol,Ingvild Kjerkol,female,1975-05-18,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q6866170,Minister of Health and Care services,Q11977297-87f08ed8-4421-32c4-7e51-fdb8dbc2d7c3
Q11979121,Jon-Ivar Nygård,Jon-Ivar Nygård,male,1973-01-02,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q6514745,Minister of Transport,Q11979121-23c376f9-4fcc-4e35-216f-dcc2df2bfc0e
Q11988487,Marte Mjøs Persen,Marte Mjøs Persen,female,1975-04-24,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q6866276,Minister of Petroleum and Energy,Q11988487-6085425b-4db4-edff-6d0b-f2ffebed5048
Q12006785,Tonje Brenna,Tonje Brenna,female,1987-10-21,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q22981866,Minister of Education,Q12006785-b55b8c18-4ae9-cd2f-b951-761c3908d1b7
Q13408025,Sandra Borch,Sandra Borch,female,1988-04-23,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q11992117,Minister of Agriculture and Food,Q13408025-d4fcb3e9-4a77-546c-5ac5-018bf16b56b0
Q1367573,Odd Roger Enoksen,Odd Roger Enoksen,male,1954-09-25,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q1225156,Minister of Defence,Q1367573-05e3f43f-4c39-c724-fbb9-122b7e22e73a
Q156540,Anniken Huitfeldt,Anniken Huitfeldt,female,1969-11-29,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q18018541,Minister of Foreign Affairs,Q156540-431710f9-483b-5f42-1769-4bd5ce663f23
Q17107377,Bjørnar Selnes Skjæran,Bjørnar Skjæran,male,1966-05-28,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q17010253,Minister of Fisheries and Ocean Policy,Q17107377-1fc787db-43a7-7bae-f356-3533b96b4f8c
Q17113191,Anne Beathe Tvinnereim,Anne Beathe Tvinnereim,female,1974-05-22,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-24,Q4574171,Minister of International Development,Q17113191-f782a707-4c4a-bf1b-9943-cad8c682fba7
Q17113622,Jan Christian Vestre,Jan Christian Vestre,male,1986-10-01,10,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q56489714,Minister of Trade and Industry,Q17113622-dc52ec0a-4c4f-c453-bf84-25f2c6be004f
Q19974554,Emilie Enger Mehl,Emilie Enger Mehl,female,1993-08-08,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q1769706,Minister of Justice and Public Security,Q19974554-29d04ec9-47ec-e2dd-8caa-195392d6c993
Q267320,Espen Barth Eide,Espen Barth Eide,male,1964-05-01,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-11-10,Q3356730,Minister of climate and environment,Q267320-bae0557e-4556-ea9f-57d9-cc7561191f72
Q3432015,Kjersti Toppe,Kjersti Toppe,female,1967-10-20,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q14436783,Minister of Children and Families,Q3432015-a78e6a97-4808-aa5e-baa2-60323c0a6777
Q464941,Hadia Tajik,Hadia Tajik,female,1983-07-18,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q11984312,Minister of Labour and Social Inclusion,Q464941-ce70278e-4923-f449-f1bf-5726e8c1b77c
Q467948,Jonas Gahr Støre,Jonas Gahr Støre,male,1960-08-25,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q2334076,Prime Minister,Q467948-bbe0d9f4-4e63-27a5-4fa7-4c0af9c5d807
Q4761757,Anette Trettebergstuen,Anette Trettebergstuen,female,1981-05-25,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q6866085,Minister of Culture and Equality,Q4761757-6b112f7b-4309-7dbf-688a-2aa8d19fe00e
Q4919832,Bjørn Arild Gram,Bjørn Arild Gram,male,1972-05-07,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-11-10,Q3437006,Minister of Local Government and Regional Development,Q4919832-a94b85c9-4b15-e5fe-85d4-b141e41ed158
Q548001,Trygve Slagsvold Vedum,Trygve Slagsvold Vedum,male,1978-12-01,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q3734685,Minister of Finance,Q548001-88649abb-4a71-0af5-7a77-00e294b90216
Q728444,Ola Borten Moe,Ola Borten Moe,male,1976-06-06,11,https://www.regjeringen.no/en/the-government/solberg/members-of-the-government-2/id543170/,2021-10-21,Q57338069,Minister of Research and Higher Education,Q728444-b5282b52-46ef-77d5-d0ca-e9805e9d80db
